Bloc,Rubrique,Nom du champ,Type,Longueur,Obligatoire,Nomenclature,Description,Commentaire
S21.G00.72 - Affiliation à tort à un régime de retraite complémentaire,S21.G00.72.001,Code régime Retraite Complémentaire déclaré à tort,Enumeration,4-8,Oui,DSN_Code_Reg_Retraite_Comp,"La rubrique ""Code régime Retraite Complémentaire déclaré à tort - S21.G00.72.001"" permet de renseigner le ""Code régime Retraite Complémentaire - S21.G00.71.002"" déclaré à tort pour une période antérieure",AffiliationATortRetraiteComplementaire.CodeRetraiteComplementaire
S21.G00.50 - Versement individu,S21.G00.50.001,Date de versement,Date,8-8,Oui,,"Date à laquelle le débiteur effectue le versement. Cette date peut différer de la date à laquelle le salarié perçoit effectivement le versement, de même qu'elle peut différer de la date ""d'arrêt de saisie"" pour lancement du traitement de paie. Cette date permet à la DGFIP de déterminer le millésime sur lequel le versement est imposable.",VersementIndividu.Date
S21.G00.50 - Versement individu,S21.G00.50.002,Rémunération nette fiscale,Numeric,4-12,Oui,,"La rémunération nette fiscale dite aussi montant net fiscal s'entend du montant total des revenus nets imposables dans le cadre d’un versement c'est-à-dire après déduction des cotisations et contributions sociales obligatoires à la charge des bénéficiaires (cotisations de sécurité sociale, contributions des salariés pour le financement des garanties complémentaires ou supplémentaires frais de santé, prévoyance et retraite dont ils bénéficient à titre collectif et obligatoire, part de la CSG déductible), exception faite des contributions non déductibles (CSG en partie, CRDS dans son intégralité).
Plusieurs abattements et exonérations (déterminées en fonction d'un seuil) ne sont pas à déduire : cas des assistants maternels, assistants familiaux, apprentis et stagiaires. Certains de ces abattements seront par ailleurs déclarés au niveau de la rubrique « Montant de l’abattement sur la base fiscale (non déduit de la rémunération nette fiscale) - S21.G00.50.012 ». Si le revenu déclaré dans le bloc « Versement individu - S21.G00.50 » est intégralement non imposable, la rubrique est renseignée à zéro.",VersementIndividu.NetFiscal
S21.G00.50 - Versement individu,S21.G00.50.003,Numéro de versement,Numeric,2-2,Conditionnel,,Numéro valorisé par le débiteur permettant de distinguer deux versements au même salarié.,VersementIndividu.Numero
S21.G00.50 - Versement individu,S21.G00.50.004,Montant net versé,Numeric,4-12,Oui,,"Le montant net versé correspond à la rémunération nette fiscale (S21.G00.50.002), de laquelle sont déduits le montant de la CSG non déductible, le montant de la CRDS et le montant des contributions des employeurs destinées à financer des garanties « frais de santé » réintégrées dans la base fiscale. Le montant du prélèvement à la source n’est pas à déduire.
Si le revenu déclaré dans le bloc « Versement individu - S21.G00.50 » est totalement non imposable, le montant net versé doit correspondre au montant brut (S21.G00.51.013) duquel sont déduits les montants déductibles ou non déductibles des éventuelles cotisations et des prélèvements sociaux obligatoires.",VersementIndividu.NetVersé
S21.G00.50 - Versement individu,S21.G00.50.006,Taux de prélèvement à la source,Numeric,4-5,Oui,,Taux de prélèvement à la source précompté appliqué sur le mois de versement.,VersementIndividu.TauxPAS
S21.G00.50 - Versement individu,S21.G00.50.007,Type du taux de prélèvement à la source,Enumeration,2-2,Oui,Taux_Prelevement_Source,Il s’agit de la nature du taux appliqué.,VersementIndividu.TypeTauxPAS
S21.G00.50 - Versement individu,S21.G00.50.008,Identifiant du taux de prélèvement à la source,Numeric,1-18,Conditionnel,,Identifiant du taux porté par le CRM PAS (compte rendu métier du Prélèvement à la source) transmis par la DGFIP. En cas de contrat à durée déterminée dont le terme initial n’excède pas deux mois ou dont le terme est imprécis cette rubrique doit être valorisée à « -1 ».,VersementIndividu.IdTauxPAS
S21.G00.50 - Versement individu,S21.G00.50.009,Montant de prélèvement à la source ,Numeric,4-12,Oui,,"Montant de prélèvement à la source précompté calculé à partir du montant soumis au PAS et du taux à lui appliquer. Il prend en compte la règle de l’arrondi sur les deux décimales après la virgule, en application du f) du 3° de l'article 39 C de l'annexe III au Code général des impôts.
Exemple : Si le montant de PAS calculé s’élève à 120,5678 €, la somme à renseigner dans cette rubrique sera 120,57 €.",VersementIndividu.MontantPAS
S21.G00.50 - Versement individu,S21.G00.50.011,Montant de la part non imposable du revenu,Numeric,4-12,Conditionnel,,"Le montant de la part non imposable du revenu désigne la partie du revenu qui n’est pas imposée.
Un seul montant est susceptible d’être renseigné dans cette rubrique : le montant du revenu en-deçà du seuil d’exonération annuel pour les apprentis et stagiaires. Attention : aucun autre élément de revenu non imposable ne doit être déclaré à ce niveau (indemnité de fin de contrat, indemnité d’expatriation, participation, intéressement, etc.).
Il convient de renseigner le montant net des cotisations et contributions sociales déductibles afférentes à la charge du bénéficiaire.",VersementIndividu.PartNonImposableRevenu
S21.G00.50 - Versement individu,S21.G00.50.012,Montant de l’abattement sur la base fiscale (non déduit de la  rémunération nette fiscale),Numeric,4-12,Conditionnel,,"Il s’agit du montant des abattements fiscaux auxquels sont éligibles les assistants maternels et les assistants familiaux. Cette information n’est à remplir que par le centre PAJEmploi pour les assistants maternels et les conseils départementaux ou associations rémunérant les assistants familiaux. Ce montant est intégré à la rémunération nette fiscale renseignée en rubrique ""Rémunération nette fiscale - S21.G00.50.002""",VersementIndividu.MontantAbattementBaseFiscaleNonDeduitRNF
S21.G00.50 - Versement individu,S21.G00.50.013,Montant soumis au PAS,Numeric,4-12,Oui,,"Le montant soumis au PAS (effectivement pris en compte dans le calcul du prélèvement à la source) et l’assiette déclarée en rubrique « Rémunération nette fiscale - S21.G00.50.002 » peuvent différer. La rubrique est alimentée dans tous les cas, même si elle est égale à la  Rémunération nette fiscale :
- Dans le cas d’une avance faite par un employeur en cas de subrogation des indemnités journalières : le montant de l’avance s’ajoute à la RNF pour constituer l’assiette du PAS.
- Dans le cas d’un abattement d’un demi-SMIC de l’assiette pour les contrats à durée déterminée n’excédant pas deux mois ou à terme imprécis et pour lesquels aucun taux personnalisé n'a été transmis : le montant de l'abattement est déduit de la RNF pour constituer l’assiette du PAS.",VersementIndividu.MontantSoumisPAS
S21.G00.50 - Versement individu,S21.G00.50.020,Mois de la DSN mensuelle de rattachement des éléments déclarés dans le FCTU,Enumeration,2-2,Oui,DSN_VersementIndividu_MDsnMRFCTU,Cette rubrique permet d’indiquer pour chaque bloc « Versement Individu - S21.G00.50 » dans le signalement FCTU s’il est relatif au mois M déclaré dans la rubrique « Mois de la DSN mensuelle portant les derniers éléments déclarés dans le FCTU - S21.G00.62.020 » ou au mois M-1.,VersementIndividu.MoisDsnRattchmtFctu
S21.G00.51 - Rémunération,S21.G00.51.001,Date de début de période de paie,Date,8-8,Oui,,Date de début de période à laquelle la rémunération est rattachée.,Remuneration.DateDebut
S21.G00.51 - Rémunération,S21.G00.51.002,Date de fin de période de paie,Date,8-8,Oui,,Date de fin de période à laquelle la rémunération est rattachée.,Remuneration.DateFin
S21.G00.51 - Rémunération,S21.G00.51.010,Numéro du contrat,Alphanumeric,5-20,Oui,,Identifiant unique du contrat de travail.,Remuneration.NumeroContrat
S21.G00.51 - Rémunération,S21.G00.51.011,Type,Enumeration,3-3,Oui,DSN_Renumeration_Type,"Type d'élément de rémunération et dans certains cas une base d'indemnisation.
Concernant le type « 002 - Salaire brut servant aux calculs des droits de l'Assurance chômage » : 
Les ressources de l'assurance chômage résultent essentiellement des contributions des employeurs et des salariés assises sur les rémunérations brutes, c'est-à-dire avant déduction des retenues obligatoires ou facultatives (ex : cotisations de sécurité sociale, contribution sociale généralisée CSG, cotisations des régimes complémentaires de retraite et de prévoyance), dans la limite d'un plafond. Ces contributions sont assises sur les rémunérations brutes plafonnées, soit, sauf cas particuliers définis par une annexe (au règlement du RAC), sur l'ensemble des rémunérations entrant dans l'assiette des cotisations de sécurité sociale prévues aux articles L. 242-1 et suivants du code de la sécurité sociale.
Le salaire brut servant aux calculs des droits de l'Assurance chômage doit contenir uniquement les éléments de salaire. Il ne doit pas inclure les primes et indemnités relatives à la rupture du contrat de travail. 
Le salaire rétabli doit toujours être déclaré pour la période de paie courante dans la DSN mensuelle. Ceci permet d'en disposer autant que de besoin pour les traitements futurs.
Le salaire de base (type 010) correspond à la rémunération brute habituelle du salarié, à l'exclusion des compléments de salaire qu'ils soient légaux, conventionnels ou attribués à l’initiative de l’employeur, et notamment la prime d'ancienneté, la prime de vacance, le 13ème mois, les primes allouées à raison de la situation familiale, les avantages en espèces et en nature, les gratifications, les pourboires, les rémunérations des heures complémentaires ou supplémentaires aléatoires. Il correspond généralement à la première ligne du bulletin de salaire.",Remuneration.Type
S21.G00.51 - Rémunération,S21.G00.51.012,Nombre d'heures,Numeric,4-7,Conditionnel,,"Volume horaire dédié aux heures supplémentaires ou complémentaires, d'équivalence, d'habillage et de déshabillage.",Remuneration.NombreHeures
S21.G00.51 - Rémunération,S21.G00.51.013,Montant,Numeric,4-11,Oui,,Montant associé à un type d'élément de rémunération.,Remuneration.Montant
S21.G00.51 - Rémunération,S21.G00.51.014,[FP] Taux de rémunération de la situation administrative,Numeric,4-6,Conditionnel,,"Cette rubrique est propre à la fonction publique et s'applique dans les cas d'arrêt de travail, de formation ou de suspensions diverses.",Remuneration.FPTauxRemunerationdelapositionstatutaire
S21.G00.51 - Rémunération,S21.G00.51.015,Taux de conduite centrale nucléaire,Numeric,4-5,Conditionnel,,"Pour les salariés des IEG, cette rubrique est à renseigner uniquement pour les individus travaillant en centrale nucléaire. Ce taux, compris entre 0 et 10%, majore la rémunération brute de l’individu.",Remuneration.TauxConduiteCentraleNucleaire
S21.G00.51 - Rémunération,S21.G00.51.016,Taux de majoration,Numeric,4-5,Conditionnel,,"Cette rubrique est à renseigner pour les salariés des entreprises IEG et pour les individus affiliés à la CPRPF. 
Pour les entreprises IEG, il s'agit du taux de majoration résidentielle, ce taux majore la rémunération brute de l’individu et est défini selon le lieu de travail.
Pour la CPRPF ce taux majore le salaire après l'âge d'ouverture des droits à la retraite.",Remuneration.TauxMajoration
S21.G00.51 - Rémunération,S21.G00.51.019,Taux de rémunération cotisée,Numeric,4-6,Conditionnel,,"Cette rubrique est à renseigner pour les salariés des IEG et elle doit contenir le pourcentage par rapport à une rémunération temps plein sur lequel la cotisation est assise. 
Exemple : indiquer 80.00 pour une cotisation assise sur 80% d’une rémunération temps plein.
NB : Ce taux peut être différent du taux d’activité au contrat.
",Remuneration.TauxRemunerationCotisee
S21.G00.51 - Rémunération,S21.G00.51.020,Taux de majoration ex-apprenti/ex-élève,Numeric,4-5,Conditionnel,,"Pour les individus affiliés à la CPRPF, une majoration salariale exceptionnelle de traitement est attribuée aux agents du cadre permanent, ex-apprentis et ex-élèves.",Remuneration.TauxMajorationExapprenti
S21.G00.53 - Activité,S21.G00.53.001,Type,Enumeration,2-2,Oui,DSN_Type_Activite,"Type d'activité ou d'inactivité.
La durée non travaillée partiellement rémunérée est déclarée en ""02 - Durée d'absence non rémunérée"".",Activite.Type
S21.G00.53 - Activité,S21.G00.53.002,Mesure,Numeric,4-8,Oui,,Volume d'activité ou d'inactivité.,Activite.Mesure
S21.G00.53 - Activité,S21.G00.53.003,Unité de mesure,Enumeration,2-2,Conditionnel,DSN_Unite_Mesure,"Unité d'expression du volume de l'activité ou de l'inactivité.
Pour les congés spectacles, il est nécessaire pour calculer les droits, de renseigner à la fois une unité de mesure  ""jours"" et ""cachets"".
La valeur ""40 - Jours calendaires de la période d’emploi pris en compte dans le calcul du plafond de Sécurité Sociale"" permet de saisir le nombre de jours calendaires de la période d'emploi utilisé dans le calcul du plafond de Sécurité Sociale. 
Pour les jours calendaires de la période d’emploi pris en compte dans le calcul du plafond de Sécurité Sociale (valeur 40), les journées partiellement rémunérées sont à considérer comme des journées calendaires complètes.",Activite.UniteMesure
"S21.G00.52 - Prime, gratification et indemnité",S21.G00.52.001,Type,Enumeration,3-3,Oui,Prime_DSN_phase_1,"Motif définissant le type de la prime, gratification, supplément ou indemnité.
Parmi les valeurs de cette rubrique, certaines relèvent du champ fiscal : Indemnité d’expatriation, Indemnité d’impatriation.",Prime.Type
